rule	page	rid	category	before	after	context	id
lone_o	Volume_4/1_source_pages/page_184	doc_1.src_content.2	src_content	0.	O.	and - 24 - of Cleveland, O. - Epyleptic Early C	Volume_4/1_source_pages/page_184|doc_1.src_content.2|41|lone_o
lone_o	Volume_4/1_source_pages/page_205	doc_1.src_content.4	src_content	0.	O.	ckner - 3 - from Dayton, O. - a twin - gliooma 	Volume_4/1_source_pages/page_205|doc_1.src_content.4|38|lone_o
lone_o	Volume_4/1_source_pages/page_212	doc_1.src_content.6	src_content	0.	O.	illiod - 15 - of Maumee, O. - birth injury; bri	Volume_4/1_source_pages/page_212|doc_1.src_content.6|36|lone_o
lone_o	Volume_4/1_source_pages/page_215	doc_1.src_content.3	src_content	0.	O.	other phone from Toledo, O. Commander H. Bartle	Volume_4/1_source_pages/page_215|doc_1.src_content.3|48|lone_o
lone_o	Volume_4/1_source_pages/page_222	doc_1.src_content.11	src_content	0	O	Victoria Moskal O 48 - fearful head-a	Volume_4/1_source_pages/page_222|doc_1.src_content.11|16|lone_o
lone_o	Volume_4/1_source_pages/page_226	doc_1.src_content.5	src_content	0.	O.	Stege - 68 - of Buchtel, O. - 7 yrs. paralyzed,	Volume_4/1_source_pages/page_226|doc_1.src_content.5|30|lone_o
lone_o	Volume_4/1_source_pages/page_229	doc_1.src_content.5	src_content	0	O	Jimmey Driscoll - 2 O spinal maningitis -	Volume_4/1_source_pages/page_229|doc_1.src_content.5|20|lone_o
lone_o	Volume_4/1_source_pages/page_241	doc_1.src_content.6	src_content	0.	O.	epasky - 46 - of Canton, O. - stroke May 13th, 	Volume_4/1_source_pages/page_241|doc_1.src_content.6|32|lone_o
lone_o	Volume_4/1_source_pages/page_248	doc_1.src_content.1	src_content	0.	O.	oney - 46 - Springfield, O. - 12 yrs with arthr	Volume_4/1_source_pages/page_248|doc_1.src_content.1|38|lone_o
lone_o	Volume_4/1_source_pages/page_253	doc_1.src_content.7	src_content	0.	O.	red Leis - 55 - in Luna, O. - Gangreenous foot 	Volume_4/1_source_pages/page_253|doc_1.src_content.7|26|lone_o
